AGE,FG3M,OREB,TOV,STL,BLK,BLKA,PLUS_MINUS,TD3_RANK,All_Star_Selection
0.25,0.264151,0.054545,0.175439,0.133333,0,0.238095,0.502555,0.794872,0
0.208333,0.113208,0,0.070175,0.2,0,0.095238,0.526405,0.794872,0
0.541667,0.150943,0.090909,0.403509,0.366667,0.054054,0.190476,0.528109,0.230769,0
0.541667,0.056604,0.036364,0.192982,0.166667,0.027027,0.142857,0.471891,0.794872,0
0.083333,0.09434,0.018182,0.035088,0.066667,0.027027,0.047619,0.516184,0.794872,1
0.291667,0.09434,0.036364,0.157895,0.1,0.027027,0.142857,0.572402,0.794872,0
0.625,0.188679,0.054545,0.157895,0.2,0.054054,0.142857,0.512777,0.794872,0
0.333333,0.377358,0.072727,0.140351,0.266667,0.054054,0.190476,0.529813,0.794872,0
0.291667,0.056604,0,0,0,0,0,0.494037,0.794872,0
0.375,0.226415,0.109091,0.385965,0.2,0.027027,0.285714,0.528109,0.794872,0
0.791667,0.018868,0.018182,0.052632,0.033333,0.027027,0.047619,0.487223,0.794872,0
0.208333,0.018868,0.218182,0.087719,0.133333,0.162162,0.190476,0.50937,0.794872,0
0.333333,0.226415,0.109091,0.473684,0.533333,0.027027,0.285714,0.568995,0.794872,0
0.333333,0.471698,0.127273,0.280702,0.566667,0.243243,0.238095,0.635434,0.794872,0
0.458333,0.018868,0.381818,0.298246,0.066667,0.216216,0.190476,0.470187,0.794872,1
0.25,0.396226,0.072727,0.210526,0.266667,0.054054,0.142857,0.502555,0.794872,1
0.291667,0.150943,0.109091,0.035088,0.133333,0.054054,0.047619,0.553663,0.794872,0
0.208333,0.150943,0.018182,0.105263,0.066667,0.054054,0.047619,0.46167,0.794872,0
0.25,0.075472,0.036364,0.105263,0.3,0.054054,0,0.53322,0.794872,0
0.166667,0.037736,0.272727,0.315789,0.333333,0.189189,0.428571,0.477002,0.794872,1
0.25,0.113208,0.072727,0.140351,0.166667,0.054054,0.142857,0.570698,0.794872,0
0.5,0.113208,0.236364,0.245614,0.266667,0.189189,0.190476,0.546848,0.794872,0
0.291667,0,0.527273,0.333333,0.266667,0.621622,0.428571,0.626917,0.794872,0
0.416667,0.226415,0.345455,0.842105,0.6,0.081081,0.52381,0.60477,0,0
0.458333,0.377358,0.254545,0.105263,0.133333,0.081081,0.095238,0.587734,0.794872,0
0.208333,0.075472,0,0.087719,0.166667,0,0,0.505963,0.794872,0
0.541667,0,0.254545,0.105263,0.133333,0.297297,0.095238,0.528109,0.794872,0
0.208333,0.018868,0.109091,0.087719,0.1,0.027027,0.095238,0.536627,0.794872,0
0.375,0,0,0.175439,0,0,0,0.386712,0.794872,0
0.375,0.169811,0.018182,0.122807,0.1,0.027027,0.142857,0.48552,0.794872,0
0.166667,0.09434,0.090909,0.052632,0.1,0.027027,0.047619,0.480409,0.794872,0
0.375,0.264151,0.181818,0.210526,0.133333,0.351351,0.190476,0.591141,0.794872,1
0.25,0.037736,0.090909,0.017544,0.066667,0.027027,0.142857,0.477002,0.794872,0
0.291667,0.207547,0.072727,0.210526,0.366667,0.054054,0.190476,0.541738,0.794872,0
0.25,0.113208,0.054545,0.105263,0.166667,0,0.142857,0.526405,0.794872,0
0.208333,0.056604,0.072727,0.175439,0.366667,0.081081,0.333333,0.55707,0.794872,0
0.541667,0,0.090909,0.140351,0.166667,0.081081,0.095238,0.550256,0.794872,0
0.375,0.132075,0.054545,0.22807,0.266667,0.027027,0.142857,0.504259,0.794872,1
0.166667,0.056604,0.090909,0.122807,0.233333,0.081081,0.238095,0.499148,0.794872,0
0.125,0.056604,0.290909,0.210526,0.133333,0.216216,0.190476,0.488927,0.794872,0
0.333333,0.056604,0.145455,0.140351,0.2,0.027027,0.142857,0.48552,0.794872,0
0.25,0.339623,0.090909,0.280702,0.3,0.081081,0.333333,0.502555,0.794872,0
0.125,0.188679,0.090909,0.192982,0.466667,0.054054,0.238095,0.511073,0.794872,0
0.458333,0.792453,0.127273,0.526316,0.533333,0.054054,0.190476,0.684838,0.794872,0
0.166667,0.113208,0.090909,0.087719,0.2,0.054054,0.190476,0.507666,0.794872,0
0.208333,0,0.927273,0.298246,0.4,0.27027,0.285714,0.594549,0.794872,1
0.083333,0.056604,0.090909,0.035088,0.033333,0.027027,0.047619,0.497445,0.794872,0
0.291667,0.075472,0.090909,0.263158,0.4,0.054054,0.190476,0.507666,0.358974,0
0.208333,0.056604,0.345455,0.22807,0.333333,0.162162,0.380952,0.410562,0.794872,0
0.583333,0.018868,0.436364,0.192982,0.266667,0.189189,0.333333,0.572402,0.794872,0
0.291667,0,0.218182,0.122807,0.133333,0.162162,0.095238,0.497445,0.794872,0
0.208333,0.396226,0.109091,0.403509,0.333333,0.135135,0.380952,0.446337,0.794872,0
0.041667,0.132075,0.054545,0.035088,0.133333,0.054054,0.047619,0.499148,0.794872,0
0.333333,0.245283,0.072727,0.210526,0.366667,0.135135,0.190476,0.488927,0.794872,0
0.208333,0.358491,0.145455,0.175439,0.333333,0.054054,0.238095,0.548552,0.358974,0
0.625,0.150943,0.145455,0.140351,0.466667,0.081081,0.238095,0.548552,0.794872,1
0.458333,0.132075,0.418182,0.22807,0.566667,0.108108,0.380952,0.567291,0.794872,0
0.041667,0.018868,0.036364,0.017544,0.033333,0.027027,0,0.512777,0.794872,0
0.083333,0.075472,0.181818,0.105263,0.166667,0.189189,0.142857,0.48552,0.794872,0
0.333333,0.056604,0.054545,0.175439,0.266667,0.027027,0.142857,0.497445,0.794872,0
0.291667,0.433962,0.109091,0.280702,0.366667,0.054054,0.380952,0.500852,0.794872,0
0.166667,0,0,0.122807,0,0,0,0.46678,0.794872,0
0.5,0.018868,0.181818,0.192982,0.066667,0.108108,0.095238,0.473595,0.794872,0
0.166667,0.188679,0.054545,0.122807,0.066667,0.027027,0.190476,0.521295,0.794872,0
0.25,0.433962,0.127273,0.22807,0.3,0.108108,0.380952,0.499148,0.794872,0
0.291667,0.113208,0.181818,0.192982,0.233333,0.054054,0.142857,0.541738,0.794872,0
0.708333,0.037736,0.163636,0.157895,0.166667,0.027027,0.238095,0.507666,0.794872,0
0.041667,0,0.072727,0,0,0,0.047619,0.524702,0.794872,0
0.708333,0.037736,0.018182,0.210526,0.166667,0,0.190476,0.519591,0.794872,0
0.291667,0.264151,0.018182,0.087719,0.2,0.108108,0.095238,0.511073,0.794872,0
0.333333,0.075472,0.181818,0.087719,0.1,0.108108,0.190476,0.495741,0.794872,0
0.333333,0.188679,0,0.070175,0.066667,0.081081,0.047619,0.53322,0.794872,0
0.208333,0.113208,0.127273,0.070175,0.166667,0,0.095238,0.497445,0.794872,0
0.583333,0.471698,0.090909,0.140351,0.5,0.054054,0.142857,0.618399,0.794872,0
0.458333,0.018868,0.309091,0.157895,0.133333,0.081081,0.190476,0.517888,0.794872,0
0.25,0.207547,0.072727,0.210526,0.233333,0.027027,0.095238,0.483816,0.794872,0
0.125,0.207547,0.145455,0.140351,0.133333,0.135135,0.142857,0.524702,0.794872,0
0.333333,0,0,0,0,0,0,0.522998,0.794872,0
0.333333,0,0.436364,0.122807,0.1,0.081081,0.190476,0.478705,0.794872,0
0.291667,0.433962,0.036364,0.122807,0.1,0.027027,0.095238,0.434412,0.794872,0
0.166667,0.09434,0.181818,0.157895,0.333333,0.054054,0.047619,0.497445,0.794872,0
0.208333,0.150943,0.218182,0.052632,0.066667,0.027027,0.095238,0.512777,0.794872,0
0.125,0.245283,0.054545,0.122807,0.1,0.027027,0.238095,0.477002,0.794872,0
0.166667,0.056604,0.072727,0.122807,0.2,0.054054,0.190476,0.516184,0.794872,0
0.291667,0.320755,0.090909,0.192982,0.266667,0.135135,0.238095,0.53322,0.794872,0
0.125,0,0,0,0,0,0,0.420784,0.794872,0
0.125,0.113208,0.054545,0.315789,0.333333,0.027027,0.285714,0.448041,0.794872,0
0.375,0.037736,0.309091,0.122807,0.066667,0.135135,0.238095,0.529813,0.794872,0
0.375,0.415094,0.145455,0.403509,0.366667,0.081081,0.619048,0.531516,0.794872,0
0.208333,0.056604,0.127273,0.263158,0.3,0.108108,0.571429,0.50937,0.794872,0
0.666667,0,0.527273,0.22807,0.1,0.162162,0.047619,0.432709,0.794872,0
0.125,0.09434,0.036364,0.122807,0.4,0.027027,0.095238,0.560477,0.794872,0
0.791667,0.018868,0.036364,0.017544,0,0.027027,0,0.517888,0.794872,0
0.25,0,0,0.105263,0.066667,0,0,0.574106,0.794872,0
0.291667,0.396226,0.109091,0.508772,0.8,0.216216,0.571429,0.599659,0.794872,1
0.916667,0.188679,0.054545,0.105263,0.233333,0.108108,0.047619,0.502555,0.794872,0
0.166667,0,0.090909,0.052632,0,0.081081,0,0.548552,0.794872,1
0.125,0.113208,0.018182,0.105263,0.1,0.027027,0.047619,0.534923,0.794872,0
0.25,0.037736,0,0.140351,0,0.054054,0.380952,0.471891,0.794872,0
0.458333,0.54717,0.054545,0.122807,0.233333,0.027027,0.095238,0.550256,0.794872,0
0.166667,0.264151,0.090909,0.263158,0.166667,0.027027,0.238095,0.473595,0.794872,0
0.166667,0.018868,0.109091,0.087719,0.166667,0.054054,0.142857,0.494037,0.794872,0
0.458333,0.150943,0.072727,0.122807,0.333333,0.216216,0.047619,0.50937,0.794872,0
0.5,0.45283,0.072727,0.22807,0.4,0.081081,0.190476,0.436116,0.794872,0
0.333333,0.358491,0.163636,0.315789,0.333333,0.162162,0.428571,0.548552,0.794872,0
0.208333,0,0.327273,0.263158,0.366667,0.243243,0.428571,0.448041,0.794872,0
0.375,0,0.145455,0.087719,0.066667,0.135135,0.142857,0.529813,0.794872,0
0.208333,0.018868,0.236364,0.122807,0.133333,0.081081,0.142857,0.522998,0.794872,0
0.5,0.226415,0.254545,0.210526,0.2,0.135135,0.142857,0.536627,0.794872,0
0.291667,0,0.036364,0.052632,0.066667,0,0,0.488927,0.794872,0
0.208333,0.037736,0,0.385965,0.4,0.162162,0.285714,0.321976,0.794872,0
0.458333,0,0.090909,0,0.166667,0,0,0.531516,0.794872,0
0.25,0.301887,0.054545,0.175439,0.266667,0.027027,0.190476,0.522998,0.794872,0
0.041667,0.09434,0.127273,0.157895,0.1,0.135135,0.142857,0.526405,0.794872,0
0.166667,0.339623,0.072727,0.315789,0.333333,0.054054,0.619048,0.400341,0.794872,0
0.708333,0.169811,0.290909,0.350877,0.233333,0.054054,0.333333,0.420784,0.794872,0
0.625,0,0.236364,0.175439,0.2,0.054054,0.238095,0.570698,0.794872,0
0.125,0.018868,0.054545,0.105263,0.033333,0.216216,0.095238,0.459966,0.794872,0
0.166667,0.301887,0.309091,0.368421,0.233333,0.189189,0.333333,0.546848,0.948718,0
0.125,0.169811,0.018182,0.140351,0.133333,0.081081,0.095238,0.55707,0.948718,0
0.25,0.09434,0.036364,0.070175,0.1,0.054054,0.047619,0.480409,0.948718,0
0.583333,0.207547,0.327273,0.263158,0.3,0.351351,0.190476,0.587734,0.384615,0
0.375,0.226415,0.254545,0.157895,0.266667,0.108108,0.190476,0.603066,0.948718,0
0.291667,0,0.145455,0.035088,0.066667,0,0,0.577513,0.948718,0
0.333333,0.188679,0.090909,0.175439,0.2,0.081081,0.285714,0.44293,0.948718,0
0.25,0.245283,0.036364,0.087719,0.166667,0.054054,0.095238,0.53833,0.948718,0
0.25,0.188679,0.145455,0.298246,0.333333,0.108108,0.333333,0.553663,0.948718,1
0.291667,0.188679,0.381818,0.22807,0.133333,0.243243,0.285714,0.487223,0.948718,1
0.25,0.075472,0.254545,0.105263,0.066667,0.135135,0.142857,0.46167,0.948718,0
0.291667,0.113208,0.2,0.070175,0.1,0.054054,0.142857,0.526405,0.948718,0
0.166667,0.018868,0.054545,0,0.033333,0.054054,0.047619,0.524702,0.948718,0
0.333333,0.433962,0.072727,0.192982,0.166667,0.081081,0.095238,0.524702,0.948718,0
0.166667,0.150943,0.090909,0.315789,0.133333,0.054054,0.47619,0.468484,0.948718,0
0.291667,0,0.090909,0.017544,0.1,0.081081,0.047619,0.541738,0.948718,0
0.541667,0.037736,0.163636,0.157895,0.1,0.081081,0.047619,0.499148,0.948718,0
0.25,0.018868,0.981818,0.385965,0.566667,0.459459,0.52381,0.560477,0.948718,0
0.666667,0.132075,0.127273,0.140351,0.3,0.216216,0.047619,0.601363,0.948718,0
0.583333,0,0.054545,0.052632,0.1,0,0,0.545145,0.948718,0
0.625,0,0.2,0.122807,0.1,0.189189,0.047619,0.53833,0.948718,0
0.208333,0.056604,0.072727,0.122807,0.066667,0.027027,0.047619,0.500852,0.948718,0
0.208333,0.301887,0.2,0.333333,0.333333,0.189189,0.571429,0.507666,0.948718,1
0.041667,0.09434,0.036364,0.105263,0.033333,0,0.095238,0.478705,0.948718,0
0.208333,0,0.181818,0,0.166667,0,0.47619,0.548552,0.948718,0
0.125,0,0.327273,0.175439,0.066667,0.108108,0.285714,0.499148,0.948718,0
0.291667,0.169811,0.563636,0.350877,0.533333,0.648649,0.333333,0.563884,0.948718,0
0.625,0.226415,0.036364,0.105263,0.1,0.081081,0.047619,0.505963,0.948718,0
0.125,0.113208,0.018182,0.105263,0.066667,0.054054,0.238095,0.478705,0.948718,0
0.541667,0.075472,0.309091,0.140351,0.066667,0.189189,0.095238,0.565588,0.948718,0
0.291667,0.264151,0.054545,0.157895,0.2,0.081081,0.142857,0.546848,0.948718,0
0.375,0.264151,0.127273,0.245614,0.233333,0.081081,0.380952,0.500852,0.948718,0
0.166667,0.075472,0.054545,0.052632,0.1,0,0.142857,0.483816,0.948718,0
0.083333,0,0.363636,0.263158,0.3,0.216216,0.190476,0.528109,0.948718,0
0.291667,0.169811,0.036364,0.052632,0.1,0.054054,0.095238,0.507666,0.948718,0
0.125,0,0.4,0.614035,0.466667,0.216216,0.333333,0.548552,0.051282,0
0.208333,0,0,0.087719,0.1,0.081081,0,0.454855,0.948718,0
0.291667,0,0.272727,0.105263,0.066667,0.216216,0.190476,0.480409,0.948718,0
0.458333,0.471698,0.236364,0.596491,0.233333,0.108108,0.47619,0.531516,0.230769,0
0.458333,0.018868,0.272727,0.175439,0.1,0.135135,0.142857,0.524702,0.948718,0
0.208333,0.283019,0.4,0.263158,0.233333,0.108108,0.285714,0.48552,0.948718,0
0.291667,0.358491,0.109091,0.298246,0.333333,0.054054,0.285714,0.512777,0.948718,0
0.458333,0.377358,0.072727,0.298246,0.3,0,0.52381,0.560477,0.948718,0
0.166667,0.113208,0.181818,0.070175,0.2,0.027027,0.190476,0.475298,0.948718,0
0.416667,0.075472,0.018182,0.087719,0.1,0.027027,0.047619,0.55707,0.948718,0
0.291667,0.471698,0.2,0.473684,0.5,0.189189,0.380952,0.499148,0.230769,0
0.166667,0.018868,0.018182,0.035088,0,0,0,0.536627,0.948718,0
0.083333,0.113208,0.145455,0.438596,0.166667,0.162162,0.47619,0.504259,0.948718,0
0.333333,0.207547,0.054545,0.140351,0.166667,0.027027,0.190476,0.439523,0.948718,0
0.125,0.150943,0.036364,0.157895,0.2,0.054054,0.047619,0.488927,0.948718,0
0.5,0.433962,0.072727,0.175439,0.2,0.594595,0.095238,0.645656,0.948718,0
0.125,0.056604,0.109091,0.105263,0.166667,0.135135,0.238095,0.521295,0.948718,0
0.166667,0.264151,0.218182,0.192982,0.133333,0.27027,0.190476,0.522998,0.948718,0
0.25,0.396226,0.036364,0.175439,0.166667,0,0.190476,0.521295,0.948718,1
0.291667,0.641509,0.236364,0.315789,0.233333,0.108108,0.333333,0.522998,0.948718,0
0.416667,0.056604,0.018182,0.052632,0.133333,0,0.047619,0.46678,0.948718,0
0.333333,0.45283,0.163636,0.263158,0.266667,0.108108,0.428571,0.608177,0.384615,0
0.541667,0.245283,0.036364,0.105263,0.166667,0.081081,0.142857,0.517888,0.948718,0
0.125,0,0.145455,0.157895,0.1,0,0.142857,0.473595,0.948718,0
0.208333,0.207547,0.036364,0.052632,0.1,0.027027,0.095238,0.499148,0.948718,0
0.208333,0.113208,0.054545,0.192982,0.233333,0.054054,0.095238,0.427598,0.948718,0
0.208333,0.226415,0.163636,0.298246,0.366667,0.108108,0.333333,0.517888,0.948718,1
0.666667,0.396226,0.163636,0.140351,0.133333,0.189189,0.190476,0.415673,0.948718,0
0.208333,0.320755,0.109091,0.263158,0.266667,0.027027,0.285714,0.379898,0.948718,0
0.166667,0.056604,0.127273,0.105263,0.166667,0.027027,0.142857,0.478705,0.948718,0
0.458333,0.226415,0.036364,0.22807,0.266667,0.054054,0.142857,0.492334,0.948718,0
0.708333,0.169811,0.018182,0.070175,0.066667,0.027027,0.047619,0.453152,0.948718,0
0.291667,0.169811,0.036364,0.157895,0.166667,0.027027,0.142857,0.48552,0.948718,0
0.125,0,0.218182,0.140351,0.166667,0.135135,0.142857,0.499148,0.948718,0
0.125,0,0.054545,0.087719,0.066667,0.027027,0.047619,0.522998,0.948718,0
0.291667,0.075472,0.109091,0.052632,0.066667,0.243243,0.142857,0.51448,0.948718,0
0.166667,0.056604,0.018182,0.017544,0.033333,0.027027,0.047619,0.494037,0.948718,0
0.625,0.415094,0.109091,0.45614,0.666667,0.081081,0.142857,0.611584,0.384615,0
0.166667,0.075472,0.145455,0.140351,0.1,0.135135,0.095238,0.480409,0.948718,1
0.25,0,0.8,0.245614,0.233333,0.405405,0.428571,0.582624,0.948718,0
0.291667,0.018868,0.4,0.22807,0.266667,0.216216,0.428571,0.53833,0.948718,0
0.041667,0.283019,0.127273,0.403509,0.166667,0.027027,0.571429,0.383305,0.948718,0
0.583333,0.09434,0.145455,0.105263,0.333333,0.054054,0.142857,0.522998,0.948718,0
0.333333,0.132075,0.090909,0.175439,0.366667,0.081081,0.142857,0.567291,0.948718,0
0.583333,0.09434,0.054545,0.070175,0.2,0.027027,0.047619,0.495741,0.948718,0
0.291667,0,0.236364,0.105263,0.066667,0.027027,0.190476,0.48552,0.948718,1
0.166667,0.54717,0.127273,0.54386,0.4,0.054054,0.238095,0.528109,0.948718,0
0.5,0.301887,0.090909,0.280702,0.2,0,0.238095,0.558773,0.948718,0
0.166667,0.188679,0.163636,0.122807,0.133333,0.108108,0.095238,0.551959,0.948718,0
0.375,0,0,0.175439,0.333333,0,0.47619,0.471891,0.948718,0
0.416667,0.150943,0.036364,0.035088,0.033333,0,0.095238,0.451448,0.948718,0
0.208333,0,0.236364,0.122807,0.166667,0.27027,0.238095,0.534923,0.948718,0
0.375,0.566038,0.163636,0.473684,0.366667,0.108108,0.52381,0.62862,0.948718,0
0.291667,0.150943,0.054545,0.052632,0.133333,0,0.142857,0.494037,0.948718,0
0.25,0.320755,0.090909,0.175439,0.266667,0.027027,0.095238,0.446337,0.948718,0
0.166667,0.075472,0.090909,0.140351,0.1,0.027027,0.142857,0.499148,0.948718,0
0.333333,0.075472,0.236364,0.087719,0.1,0.162162,0.095238,0.55707,0.948718,0
0.458333,0.45283,0.145455,0.263158,0.233333,0.081081,0.285714,0.548552,0.948718,0
0.541667,0.471698,0.145455,0.157895,0.3,0.189189,0.095238,0.659284,0.948718,0
0.541667,0.09434,0.145455,0.052632,0.133333,0.054054,0.047619,0.477002,0.948718,0
0.166667,0.075472,0.072727,0.210526,0.1,0.027027,0.238095,0.541738,0.948718,0
0.291667,0.358491,0.109091,0.157895,0.166667,0.081081,0.095238,0.596252,0.948718,0
0.25,0.283019,0.290909,0.210526,0.2,0.027027,0.238095,0.50937,0.948718,0
0.416667,0.358491,0.036364,0.157895,0.2,0.081081,0.095238,0.526405,0.948718,0
0.5,0.188679,0.090909,0.280702,0.466667,0.027027,0.190476,0.550256,0.948718,0
0.166667,0.113208,0.054545,0.140351,0.033333,0,0.238095,0.50937,0.948718,0
0.291667,0.09434,0.145455,0.105263,0.233333,0.081081,0.238095,0.497445,0.948718,0
0.291667,0.358491,0.054545,0.105263,0.166667,0.108108,0.047619,0.58092,0.948718,0
0.208333,0.037736,0.036364,0.017544,0.033333,0,0,0.555366,0.948718,0
0.083333,0.207547,0.090909,0.491228,0.533333,0.162162,0.47619,0.536627,0.384615,0
0.083333,0.113208,0.090909,0.263158,0.466667,0.135135,0.095238,0.465077,0.948718,0
0.458333,0,0.6,0.385965,0.2,0.297297,0.190476,0.470187,0.948718,0
0.208333,0.113208,0.127273,0.298246,0.433333,0.135135,0.238095,0.475298,0.948718,0
0.416667,0.018868,0.127273,0.45614,0.366667,0.135135,0.619048,0.524702,0.384615,0
0.375,0.169811,0.254545,0.421053,0.433333,0.405405,0.52381,0.560477,0.948718,0
0.541667,0.301887,0.181818,0.192982,0.166667,0.027027,0.238095,0.534923,0.948718,0
0.291667,0,0.018182,0.052632,0.1,0,0.047619,0.524702,0.948718,0
0.041667,0,0.563636,0.315789,0.3,0.243243,0.285714,0.431005,0.948718,0
0.333333,0.132075,0.163636,0.175439,0.4,0.108108,0.238095,0.522998,0.205128,1
0.208333,0.056604,0.054545,0.035088,0.1,0,0.095238,0.492334,0.948718,0
0.125,0.056604,0.036364,0.052632,0.033333,0.054054,0.047619,0.495741,0.948718,0
0.25,0.301887,0.090909,0.385965,0.266667,0.054054,0.47619,0.558773,0.948718,1
0.083333,0.245283,0.109091,0.508772,0.433333,0.108108,0.47619,0.473595,0.384615,0
0.25,0.056604,0.018182,0.052632,0.066667,0.081081,0.095238,0.536627,0.948718,0
0.333333,0.037736,0.490909,0.192982,0.233333,0.378378,0.238095,0.563884,0.948718,1
0.125,0.09434,0.290909,0.122807,0.266667,0.189189,0.190476,0.516184,0.948718,0
0.458333,0.207547,0.109091,0.280702,0.2,0.054054,0.47619,0.534923,0.948718,0
0.208333,0.132075,0.090909,0.245614,0.333333,0.189189,0.238095,0.562181,0.948718,0
0.125,0.396226,0.109091,0.719298,0.3,0.054054,0.571429,0.434412,0.948718,0
0.708333,0.169811,0.036364,0.140351,0.166667,0.054054,0.142857,0.499148,0.948718,0
0.208333,0,0.163636,0.052632,0.2,0.243243,0,0.500852,0.948718,0
0.208333,0.132075,0.036364,0.122807,0.166667,0,0.142857,0.48552,0.948718,0
0.416667,0.245283,0.290909,0.22807,0.366667,0.297297,0.190476,0.477002,0.948718,0
0.125,0,0.2,0.052632,0.1,0.162162,0,0.482112,0.948718,0
0.166667,0.150943,0.090909,0.192982,0.2,0.054054,0.333333,0.507666,0.948718,1
0.333333,0.471698,0.036364,0.263158,0.233333,0.054054,0.238095,0.507666,0.948718,0
0.916667,0.245283,0.018182,0.070175,0.066667,0.108108,0,0.500852,0.948718,0
0.166667,0.018868,0.454545,0.385965,0.2,0.108108,0.190476,0.567291,0.948718,1
0.375,0,0.127273,0.175439,0,0.081081,0.142857,0.432709,0.948718,0
0.125,0.45283,0.145455,0.491228,0.466667,0.108108,0.571429,0.60477,0.948718,0
0.125,0.150943,0.109091,0.122807,0.166667,0.054054,0.047619,0.591141,0.948718,0
0.208333,0,0,0,0,0,0,0.511073,0.948718,0
0.291667,0.188679,0.309091,0.157895,0.3,0.108108,0.190476,0.504259,0.948718,0
0.333333,0.207547,0.036364,0.087719,0.066667,0.027027,0.142857,0.551959,0.948718,1
0.083333,0.09434,0.127273,0.140351,0.133333,0.135135,0.047619,0.463373,0.948718,0
0.416667,0.132075,0.163636,0.45614,0.466667,0.297297,0.142857,0.642249,0.948718,0
0.125,0,0.054545,0.052632,0.033333,0.054054,0,0.507666,0.948718,0
0.25,0.132075,0.018182,0.052632,0.1,0,0.047619,0.48552,0.948718,0
0.25,0,0,0.087719,0.166667,0,0.238095,0.437819,0.948718,0
0.166667,0.169811,0.036364,0.070175,0.1,0.027027,0.142857,0.51448,0.948718,0
0.583333,0,0.490909,0.315789,0.266667,0.108108,0.428571,0.427598,0.948718,0
0.333333,0.09434,0.327273,0.157895,0.2,0.162162,0.190476,0.526405,0.948718,0
0.75,0.226415,0.181818,0.403509,0.266667,0.135135,0.238095,0.507666,0.384615,0
0.041667,0.018868,0.018182,0.070175,0.066667,0,0.047619,0.541738,0.948718,0
0.458333,0.264151,0.127273,0.192982,0.266667,0.054054,0.238095,0.526405,0.948718,0
0.458333,0,0.490909,0.140351,0.133333,0.108108,0.142857,0.543441,0.948718,0
0.166667,0.056604,0.072727,0.070175,0.166667,0.054054,0.095238,0.499148,0.948718,0
0.541667,0,0.090909,0.052632,0.066667,0.162162,0.047619,0.505963,0.948718,0
0.25,0.150943,0.218182,0.473684,0.333333,0.108108,0.52381,0.495741,0.153846,0
0.083333,0.132075,0.036364,0.22807,0.2,0.027027,0.095238,0.454855,0.948718,0
0.125,0,0.181818,0.122807,0.333333,0,0.142857,0.545145,0.948718,0
0.166667,0.226415,0.109091,0.421053,0.233333,0.081081,0.428571,0.41908,0.948718,0
0.333333,0.018868,0.690909,0.315789,0.166667,0.108108,0.428571,0.475298,0.948718,0
0.416667,0.301887,0.2,0.368421,0.5,0.108108,0.285714,0.645656,0.384615,0
0.458333,0.603774,0.054545,0.22807,0.2,0.108108,0.47619,0.609881,0.948718,0
0.333333,0.037736,0.145455,0.175439,0.066667,0.054054,0.095238,0.465077,0.948718,0
0.541667,0.169811,0.254545,0.122807,0.166667,0.081081,0.142857,0.584327,0.948718,0
0.291667,0.358491,0.090909,0.333333,0.3,0.027027,0.285714,0.543441,0.948718,0
0.458333,0.037736,0.090909,0.280702,0.166667,0.054054,0.190476,0.529813,0.230769,1
0.083333,0.169811,0.072727,0.140351,0.133333,0,0.190476,0.48552,0.948718,0
0.291667,0.207547,0.145455,0.157895,0.1,0.081081,0.142857,0.53833,0.948718,0
0.25,0.075472,0.036364,0.157895,0.133333,0.027027,0.142857,0.458262,0.948718,0
0.041667,0.150943,0.054545,0.22807,0.233333,0.081081,0.095238,0.449744,0.948718,0
0.25,0.339623,0.054545,0.22807,0.3,0.081081,0.285714,0.603066,0.948718,0
0.083333,0.188679,0.054545,0.087719,0.2,0,0.095238,0.545145,0.948718,0
0.583333,0.226415,0.072727,0.157895,0.333333,0.108108,0.142857,0.504259,0.948718,0
0.208333,0.150943,0.090909,0.017544,0.133333,0.135135,0.047619,0.531516,0.948718,0
0.208333,0.264151,0.127273,0.210526,0.333333,0.081081,0.333333,0.591141,0.948718,0
0.291667,0.056604,0.054545,0.052632,0.333333,0.081081,0,0.586031,0.948718,0
0.041667,0.056604,0.018182,0.052632,0.033333,0.027027,0.047619,0.51448,0.948718,0
0.583333,0.150943,0.127273,0.157895,0.3,0.027027,0.142857,0.563884,0.948718,0
0.25,0,0,0,0,0,0,0.369676,0.948718,0
0.291667,0.132075,0.036364,0.070175,0.066667,0.027027,0.095238,0.495741,0.948718,0
0.583333,0.396226,0.072727,0.140351,0.166667,0.108108,0.095238,0.553663,0.948718,0
0.208333,0.132075,0.4,0.649123,0.433333,0.405405,0.666667,0.678024,0.179487,0
0.25,0.075472,0.072727,0.070175,0.1,0.054054,0.142857,0.519591,0.948718,0
0.583333,0.301887,0.109091,0.350877,0.266667,0.027027,0.333333,0.543441,0.384615,1
0.416667,0.207547,0.127273,0.263158,0.3,0.081081,0.190476,0.574106,0.948718,0
0.416667,0.056604,0.2,0.140351,0.2,0.135135,0.142857,0.497445,0.948718,0
0.166667,0.150943,0.018182,0.157895,0.066667,0.054054,0.095238,0.470187,0.948718,0
0.416667,0,0.290909,0.122807,0.1,0.054054,0.190476,0.494037,0.948718,0
0.166667,0.037736,0.109091,0.070175,0.066667,0.054054,0.047619,0.516184,0.948718,0
0.041667,0.018868,0.127273,0.087719,0.133333,0.054054,0.142857,0.497445,0.948718,0
0.333333,0.433962,0.127273,0.22807,0.2,0.054054,0.285714,0.511073,0.948718,0
0.083333,0,0.2,0.22807,0.166667,0.108108,0.095238,0.492334,0.948718,0
0.458333,0,0.654545,0.22807,0.2,0.513514,0.333333,0.528109,0.948718,0
0.125,0.037736,0,0.035088,0.066667,0,0.095238,0.444634,0.948718,0
0.125,0.169811,0.054545,0.087719,0.133333,0.027027,0.142857,0.51448,0.948718,0
