AGE,W,L,FG3A,OREB,DREB,TOV,PF,PFD,PLUS_MINUS,TD3_RANK,All_Star_Selection
0.416667,0.383562,0.267606,0.674242,0.109091,0.289474,0.245614,0.316667,0.255102,0.597956,0.717949,0
0.25,0.315068,0.422535,0.181818,0.109091,0.184211,0.105263,0.2,0.122449,0.49063,0.717949,0
0.083333,0.136986,0.225352,0.363636,0.145455,0.280702,0.22807,0.433333,0.234694,0.49063,0.717949,0
0.291667,0.041096,0.028169,0.181818,0.072727,0.052632,0,0.066667,0,0.434412,0.717949,0
0.25,0.589041,0.239437,0.424242,0.109091,0.245614,0.122807,0.233333,0.122449,0.572402,0.717949,0
0.208333,0.013699,0.042254,0.25,0.236364,0.350877,0.140351,0.466667,0.081633,0.475298,0.717949,0
0.291667,0.575342,0.253521,0.212121,0.054545,0.184211,0.175439,0.266667,0.112245,0.574106,0.717949,0
0.291667,0.328767,0.323944,0.416667,0.127273,0.342105,0.385965,0.366667,0.316327,0.521295,0.717949,0
0.75,0.534247,0.422535,0.356061,0.090909,0.22807,0.157895,0.35,0.193878,0.517888,0.717949,0
0.166667,0.191781,0.239437,0.151515,0.018182,0.061404,0.035088,0.133333,0.040816,0.50937,0.717949,0
0.083333,0.136986,0.197183,0.037879,0.054545,0.04386,0,0.1,0.030612,0.536627,0.717949,0
0.166667,0.136986,0.169014,0.060606,0,0.035088,0.035088,0.066667,0.020408,0.48552,0.717949,0
0.291667,0.232877,0.591549,0.416667,0.109091,0.245614,0.245614,0.333333,0.163265,0.429302,0.717949,0
0.25,0.150685,0.197183,0.068182,0.036364,0.254386,0.140351,0.216667,0.112245,0.483816,0.717949,0
0.208333,0.013699,0.112676,0.174242,0.054545,0.140351,0.122807,0.35,0.091837,0.441227,0.717949,0
0.375,0.136986,0.43662,0.242424,0.036364,0.157895,0.192982,0.266667,0.091837,0.412266,0.717949,0
0.208333,0.191781,0.309859,0.075758,0.163636,0.201754,0.140351,0.266667,0.091837,0.495741,0.717949,0
0.375,0.342466,0.492958,0.295455,0.363636,0.421053,0.140351,0.466667,0.244898,0.550256,0.717949,0
0.25,0.164384,0.140845,0.143939,0.018182,0.087719,0.122807,0.15,0.071429,0.53833,0.717949,0
0.708333,0.671233,0.295775,0.280303,0.072727,0.359649,0.385965,0.4,0.27551,0.597956,0.410256,1
0.208333,0.109589,0.098592,0.007576,0.090909,0.114035,0.122807,0.266667,0.091837,0.521295,0.717949,0
0.25,0.164384,0.408451,0.378788,0.345455,0.684211,0.350877,0.35,0.459184,0.482112,0.717949,0
0.125,0.205479,0.422535,0.234848,0.163636,0.27193,0.140351,0.183333,0.081633,0.454855,0.717949,0
0.333333,0.465753,0.408451,0,0.854545,0.842105,0.210526,0.383333,0.265306,0.591141,0.410256,1
0.083333,0.410959,0.549296,0.5,0.072727,0.324561,0.403509,0.433333,0.22449,0.495741,0.717949,0
0.25,0.356164,0.366197,0.083333,0.181818,0.184211,0.140351,0.166667,0.091837,0.521295,0.717949,0
0.375,0.287671,0.380282,0.045455,0.454545,0.385965,0.192982,0.416667,0.244898,0.53833,0.717949,1
0.083333,0.178082,0.478873,0.280303,0.145455,0.342105,0.403509,0.35,0.285714,0.405451,0.717949,0
0.125,0.246575,0.591549,0.333333,0.181818,0.192982,0.491228,0.433333,0.571429,0.415673,0.717949,0
0.416667,0.342466,0.535211,0.159091,0.109091,0.175439,0.22807,0.366667,0.183673,0.470187,0.717949,0
0.375,0.082192,0.169014,0.007576,0.109091,0.078947,0.035088,0.1,0.071429,0.543441,0.717949,1
0.25,0.219178,0.366197,0.560606,0.072727,0.201754,0.473684,0.266667,0.336735,0.444634,0.717949,0
0.583333,0.383562,0.408451,0.287879,0.072727,0.114035,0.192982,0.166667,0.142857,0.511073,0.717949,0
0.25,0.178082,0.309859,0.189394,0.109091,0.22807,0.105263,0.216667,0.061224,0.471891,0.717949,0
0.166667,0.082192,0.352113,0.166667,0.109091,0.149123,0.087719,0.25,0.061224,0.492334,0.717949,0
0.25,0.054795,0.056338,0.25,0.018182,0.070175,0.017544,0.15,0.061224,0.456559,0.717949,0
0.291667,0.328767,0.211268,0.007576,0.163636,0.192982,0.122807,0.333333,0.142857,0.494037,0.717949,0
0.458333,0.534247,0.394366,0.795455,0.090909,0.324561,0.526316,0.25,0.642857,0.574106,0.717949,0
0.375,0.383562,0.408451,0.257576,0.072727,0.245614,0.087719,0.266667,0.112245,0.534923,0.717949,0
0.333333,0.191781,0.450704,0.265152,0.018182,0.166667,0.157895,0.15,0.081633,0.44293,0.717949,0
0.125,0.424658,0.323944,0,0.309091,0.219298,0.140351,0.3,0.173469,0.53833,0.717949,0
0.083333,0.287671,0.126761,0.015152,0.127273,0.078947,0.052632,0.133333,0.030612,0.528109,0.717949,0
0.416667,0.383562,0.521127,0.174242,0.254545,0.350877,0.175439,0.433333,0.183673,0.51448,0.717949,0
0.541667,0.39726,0.309859,0.378788,0.054545,0.333333,0.140351,0.35,0.255102,0.553663,0.717949,0
0.625,0.630137,0.323944,0.477273,0.145455,0.263158,0.175439,0.3,0.061224,0.599659,0.717949,0
0.25,0.041096,0.042254,0.136364,0.054545,0.219298,0.210526,0.25,0.122449,0.540034,0.717949,0
0.375,0.109589,0.394366,0.325758,0.090909,0.280702,0.175439,0.316667,0.163265,0.417376,0.717949,0
0.333333,0.506849,0.183099,0.204545,0.163636,0.254386,0.192982,0.316667,0.183673,0.597956,0.717949,0
0.083333,0.219178,0.549296,0.393939,0.163636,0.552632,0.385965,0.183333,0.234694,0.374787,0.717949,0
0.083333,0.246575,0.507042,0.371212,0.072727,0.175439,0.526316,0.333333,0.27551,0.448041,0.717949,0
0.5,0.068493,0.183099,0.174242,0.018182,0.105263,0.070175,0.116667,0.040816,0.558773,0.717949,0
0.375,0.109589,0.309859,0.159091,0.236364,0.22807,0.105263,0.333333,0.204082,0.507666,0.717949,0
0.375,0.39726,0.394366,0.568182,0.054545,0.22807,0.105263,0.4,0.132653,0.555366,0.717949,0
0.166667,0.328767,0.478873,0.416667,0.109091,0.254386,0.526316,0.483333,0.561224,0.465077,0.717949,0
0.166667,0.164384,0.15493,0.310606,0.127273,0.350877,0.22807,0.433333,0.326531,0.586031,0.717949,0
0.166667,0.369863,0.352113,0.310606,0.109091,0.219298,0.22807,0.266667,0.122449,0.562181,0.717949,0
0.541667,0.506849,0.28169,0,0.381818,0.473684,0.263158,0.333333,0.153061,0.511073,0.717949,0
0.291667,0.315068,0.394366,0.075758,0.109091,0.192982,0.245614,0.283333,0.112245,0.524702,0.717949,0
0.5,0.369863,0.478873,0.090909,0.127273,0.315789,0.350877,0.35,0.55102,0.494037,0.717949,0
0.458333,0.30137,0.267606,0.25,0.236364,0.447368,0.280702,0.433333,0.22449,0.497445,0.717949,0
0.208333,0.260274,0.619718,0.257576,0.109091,0.245614,0.087719,0.2,0.061224,0.463373,0.717949,1
0.125,0.657534,0.295775,0.022727,0.6,0.631579,0.263158,0.466667,0.244898,0.591141,0.717949,0
0.083333,0.109589,0.169014,0.106061,0,0.131579,0.052632,0.083333,0.030612,0.502555,0.717949,0
0.208333,0.438356,0.492958,0.227273,0.163636,0.54386,0.298246,0.333333,0.204082,0.545145,0.230769,0
0.416667,0.287671,0.591549,0.204545,0.181818,0.280702,0.22807,0.2,0.214286,0.494037,0.717949,0
0.041667,0.342466,0.408451,0.234848,0.072727,0.385965,0.105263,0.433333,0.081633,0.497445,0.717949,0
0.333333,0.520548,0.323944,0.265152,0.090909,0.263158,0.473684,0.433333,0.377551,0.546848,0.717949,0
0.166667,0.09589,0.225352,0.189394,0.090909,0.166667,0.192982,0.266667,0.132653,0.50937,0.410256,0
0.333333,0.356164,0.507042,0.295455,0.072727,0.245614,0.122807,0.183333,0.05102,0.534923,0.717949,0
0.416667,0.671233,0.267606,0,0.363636,0.307018,0.087719,0.35,0.091837,0.531516,0.717949,0
0.208333,0.438356,0.366197,0.174242,0.236364,0.192982,0.105263,0.366667,0.122449,0.504259,0.717949,0
0.541667,0.383562,0.309859,0.19697,0.072727,0.192982,0.280702,0.183333,0.204082,0.568995,0.717949,0
0.291667,0.246575,0.253521,0.515152,0.072727,0.22807,0.22807,0.416667,0.326531,0.567291,0.717949,0
0.166667,0.493151,0.450704,0.30303,0.090909,0.22807,0.157895,0.3,0.061224,0.526405,0.717949,0
0.208333,0.657534,0.267606,0.416667,0.090909,0.324561,0.54386,0.45,0.530612,0.606474,0.717949,0
0.25,0,0.112676,0.151515,0,0.052632,0.052632,0.183333,0.05102,0.473595,0.717949,0
0.041667,0.410959,0.450704,0.181818,0.072727,0.210526,0.070175,0.233333,0.071429,0.505963,0.717949,0
0.083333,0.054795,0.098592,0.045455,0.036364,0.026316,0,0.05,0.020408,0.572402,0.717949,0
0.208333,0.109589,0.169014,0,0.109091,0.087719,0.052632,0.066667,0.071429,0.558773,0.717949,0
0.291667,0.315068,0.450704,0.659091,0.072727,0.201754,0.263158,0.233333,0.244898,0.553663,0.717949,0
0.5,0.150685,0.070423,0.022727,0.327273,0.315789,0.140351,0.383333,0.142857,0.596252,0.717949,0
0.083333,0,0.042254,0.204545,0.054545,0.061404,0.175439,0.283333,0,0.459966,0.717949,0
0.25,0.493151,0.43662,0.424242,0.145455,0.184211,0.315789,0.583333,0.255102,0.562181,0.717949,1
0.25,0.39726,0.464789,0.19697,0.436364,0.833333,0.596491,0.55,0.489796,0.497445,0.102564,0
0.208333,0.534247,0.197183,0.659091,0.163636,0.307018,0.491228,0.366667,0.479592,0.614991,0.717949,0
0.166667,0.041096,0.140845,0,0.327273,0.254386,0.105263,0.233333,0.193878,0.497445,0.717949,0
0.208333,0.60274,0.309859,0.393939,0.218182,0.394737,0.245614,0.283333,0.132653,0.601363,0.717949,0
0.375,0.493151,0.338028,0.378788,0.290909,0.333333,0.140351,0.383333,0.091837,0.579216,0.717949,0
0.416667,0.438356,0.478873,0.325758,0.163636,0.210526,0.140351,0.3,0.112245,0.511073,0.717949,1
0.5,0.479452,0.394366,0.151515,0.163636,0.54386,0.526316,0.516667,0.193878,0.587734,0.153846,0
0.208333,0.287671,0.464789,0,0.254545,0.27193,0.140351,0.266667,0.183673,0.492334,0.717949,0
0.333333,0.547945,0.450704,0.643939,0.018182,0.298246,0.192982,0.416667,0.142857,0.550256,0.717949,0
0.25,0.287671,0.71831,0.219697,0.072727,0.236842,0.105263,0.233333,0.183673,0.417376,0.717949,0
0.666667,0.630137,0.323944,0.022727,0.509091,0.5,0.280702,0.483333,0.285714,0.505963,0.717949,0
0.416667,0.493151,0.309859,0.030303,0.254545,0.236842,0.122807,0.383333,0.234694,0.545145,0.717949,0
0.208333,0.150685,0.28169,0.189394,0.109091,0.245614,0.175439,0.2,0.071429,0.488927,0.717949,0
0.541667,0.273973,0.098592,0.098485,0.090909,0.096491,0.157895,0.2,0.061224,0.528109,0.717949,0
0.541667,0.068493,0.253521,0,0.363636,0.263158,0.052632,0.4,0.05102,0.488927,0.717949,0
0.25,0.315068,0.422535,0.128788,0.054545,0.122807,0.175439,0.283333,0.122449,0.512777,0.717949,0
0.333333,0.493151,0.380282,0.121212,0.181818,0.210526,0.280702,0.3,0.173469,0.495741,0.717949,0
0.291667,0,0.014085,0.378788,0.363636,0.350877,0.701754,0.666667,0.306122,0.710392,0.717949,0
0.166667,0.191781,0.056338,0.098485,0.018182,0.035088,0.052632,0.016667,0.020408,0.487223,0.717949,0
0.416667,0.575342,0.422535,0.007576,0.709091,0.622807,0.192982,0.383333,0.204082,0.560477,0.717949,0
0.5,0.424658,0.56338,0.378788,0.072727,0.263158,0.280702,0.266667,0.27551,0.507666,0.717949,0
0.541667,0.136986,0.239437,0.590909,0.054545,0.166667,0.333333,0.266667,0.316327,0.480409,0.717949,0
0.208333,0.273973,0.28169,0.106061,0.127273,0.219298,0.192982,0.283333,0.204082,0.475298,0.717949,1
0.625,0.191781,0.042254,0.181818,0.072727,0.114035,0.087719,0.283333,0.05102,0.53833,0.717949,0
0.375,0.246575,0.338028,0.507576,0.036364,0.245614,0.298246,0.383333,0.255102,0.50937,0.717949,1
0.458333,0.589041,0.309859,0.25,0.054545,0.149123,0.192982,0.333333,0.204082,0.543441,0.717949,1
0.166667,0.178082,0.380282,0.287879,0.072727,0.157895,0.157895,0.216667,0.173469,0.517888,0.717949,0
0.375,0.452055,0.197183,0.136364,0.145455,0.280702,0.087719,0.25,0.102041,0.543441,0.717949,1
0.333333,0.013699,0.042254,0.098485,0.145455,0.201754,0.22807,0.3,0.102041,0.441227,0.717949,0
0.125,0.315068,0.140845,0.113636,0.036364,0.070175,0.052632,0.233333,0.05102,0.505963,0.717949,0
0.333333,0.30137,0.422535,0.69697,0.109091,0.315789,0.315789,0.383333,0.346939,0.568995,0.717949,0
0.208333,0.09589,0.183099,0,0.381818,0.245614,0.105263,0.366667,0.193878,0.456559,0.717949,0
0.166667,0.534247,0.225352,0.371212,0.054545,0.149123,0.140351,0.2,0.132653,0.567291,0.717949,0
0.25,0.369863,0.323944,0.227273,0.036364,0.078947,0.122807,0.266667,0.102041,0.497445,0.717949,0
0.291667,0.013699,0.126761,0.113636,0.290909,0.210526,0.105263,0.15,0.163265,0.436116,0.717949,0
0.666667,0.342466,0.43662,0.272727,0.090909,0.201754,0.175439,0.383333,0.102041,0.53833,0.717949,0
0.208333,0.438356,0.450704,0.234848,0.054545,0.096491,0.035088,0.283333,0.153061,0.487223,0.717949,0
0.291667,0.164384,0.380282,0.212121,0.145455,0.184211,0.070175,0.15,0.040816,0.475298,0.717949,1
0.291667,0.205479,0.338028,0.272727,0.090909,0.131579,0.157895,0.3,0.163265,0.487223,0.717949,0
0.375,0.09589,0.042254,0.030303,0.036364,0.078947,0.017544,0.133333,0.040816,0.524702,0.717949,0
0.125,0.39726,0.408451,0.560606,0.090909,0.192982,0.122807,0.266667,0.153061,0.505963,0.717949,0
0.666667,0.219178,0.197183,0.204545,0.090909,0.131579,0.175439,0.166667,0.204082,0.517888,0.717949,0
0.375,0.712329,0.28169,0.310606,0.072727,0.184211,0.122807,0.266667,0.030612,0.606474,0.717949,1
0.291667,0.547945,0.295775,0.272727,0.290909,0.824561,0.596491,0.466667,0.785714,0.637138,0.128205,1
0.333333,0.123288,0.197183,0.143939,0.090909,0.131579,0.087719,0.166667,0.091837,0.425894,0.717949,0
0.083333,0.260274,0.366197,0.136364,0.236364,0.175439,0.070175,0.35,0.122449,0.516184,0.717949,0
0.666667,0.410959,0.28169,0.371212,0.090909,0.254386,0.421053,0.383333,0.22449,0.536627,0.717949,0
0.5,0.328767,0.28169,0.356061,0.145455,0.438596,0.368421,0.283333,0.346939,0.529813,0.717949,0
0.5,0.191781,0.338028,0.136364,0.2,0.22807,0.140351,0.25,0.142857,0.492334,0.717949,0
0.208333,0.027397,0.070423,0.045455,0,0.008772,0.017544,0,0.010204,0.512777,0.717949,0
0.125,0.410959,0.464789,0.151515,0.145455,0.184211,0.157895,0.433333,0.102041,0.50937,0.717949,0
0.25,0.356164,0.338028,0.416667,0.072727,0.245614,0.175439,0.233333,0.142857,0.526405,0.717949,0
0.375,0.041096,0.014085,0.037879,0,0,0,0,0,0.562181,0.717949,0
0.125,0.246575,0.478873,0.121212,0.2,0.359649,0.263158,0.433333,0.285714,0.459966,0.717949,0
0.416667,0.342466,0.464789,0.333333,0.2,0.482456,0.280702,0.216667,0.346939,0.505963,0.717949,0
0.166667,0.315068,0.211268,0.045455,0.145455,0.236842,0.087719,0.233333,0.061224,0.487223,0.717949,0
0.541667,0.219178,0.28169,0,0.309091,0.377193,0.192982,0.333333,0.214286,0.473595,0.717949,0
0.208333,0,0.028169,0.340909,0.272727,0.394737,0,0.583333,0.153061,0.582624,0.717949,0
0.125,0.041096,0.140845,0.166667,0.145455,0.22807,0.157895,0.283333,0.081633,0.487223,0.717949,0
0.5,0.013699,0.014085,0.113636,0.090909,0,0.087719,0,0,0.51448,0.717949,0
0.125,0.506849,0.380282,0.356061,0.072727,0.157895,0.157895,0.3,0.204082,0.570698,0.717949,0
0.083333,0.219178,0.338028,0.090909,0.090909,0.105263,0.105263,0.266667,0.040816,0.507666,0.717949,0
0.041667,0.273973,0.661972,0.242424,0.181818,0.184211,0.22807,0.466667,0.193878,0.41908,0.717949,0
0.166667,0.273973,0.366197,0.007576,0.254545,0.219298,0.175439,0.383333,0.142857,0.522998,0.717949,0
0.083333,0.30137,0.267606,0.19697,0.018182,0.061404,0.052632,0.133333,0.081633,0.522998,0.717949,0
0.166667,0.260274,0.591549,0.136364,0.272727,0.359649,0.333333,0.45,0.173469,0.400341,0.717949,0
0.041667,0.273973,0.676056,0.068182,0.418182,0.377193,0.175439,0.45,0.173469,0.507666,0.717949,0
0.541667,0.013699,0.028169,0.30303,0.054545,0.087719,0.350877,0.166667,0.204082,0.568995,0.717949,0
0.541667,0.315068,0.295775,0.083333,0.090909,0.254386,0.157895,0.233333,0.112245,0.543441,0.717949,0
0.208333,0.643836,0.352113,0.007576,0.472727,0.403509,0.192982,0.433333,0.234694,0.565588,0.717949,0
0.75,0.30137,0.309859,0.30303,0.018182,0.122807,0.140351,0.183333,0.132653,0.522998,0.717949,0
0.083333,0.452055,0.422535,0.287879,0.163636,0.27193,0.561404,0.233333,0.5,0.551959,0.410256,0
0.375,0.191781,0.211268,0.037879,0.163636,0.149123,0.087719,0.3,0.081633,0.524702,0.717949,0
0.5,0.520548,0.28169,0.257576,0.272727,0.289474,0.157895,0.416667,0.081633,0.551959,0.717949,0
0.583333,0.287671,0.352113,0.037879,0.309091,0.307018,0.22807,0.433333,0.142857,0.49063,0.717949,0
0.291667,0.054795,0.126761,0.060606,0.145455,0.219298,0.140351,0.166667,0.091837,0.504259,0.717949,0
0.041667,0.246575,0.633803,0.234848,0.145455,0.254386,0.122807,0.45,0.071429,0.495741,0.717949,0
0.458333,0.575342,0.253521,0.477273,0.090909,0.368421,0.157895,0.35,0.142857,0.584327,0.717949,1
0.25,0.232877,0.746479,0.212121,0.345455,0.307018,0.245614,0.533333,0.234694,0.477002,0.717949,0
0.25,0.068493,0.309859,0.022727,0.163636,0.140351,0.140351,0.233333,0.091837,0.470187,0.717949,0
0.041667,0.068493,0.112676,0.113636,0.036364,0.052632,0.035088,0.1,0.040816,0.526405,0.717949,0
0.333333,0.164384,0.464789,0.128788,0.054545,0.105263,0.105263,0.166667,0.071429,0.492334,0.717949,0
0.25,0.438356,0.521127,0,0.581818,0.421053,0.210526,0.416667,0.173469,0.550256,0.717949,0
0.208333,0.547945,0.394366,0.219697,0.072727,0.263158,0.210526,0.266667,0.265306,0.563884,0.717949,0
0.125,0.041096,0.140845,0.212121,0.036364,0.105263,0.192982,0.2,0.071429,0.521295,0.717949,0
0.083333,0.027397,0.028169,0.022727,0.090909,0.070175,0,0,0.05102,0.505963,0.717949,0
0.166667,0.246575,0.408451,0.166667,0.181818,0.22807,0.175439,0.333333,0.132653,0.458262,0.717949,0
0.083333,0.260274,0.112676,0.045455,0.054545,0.096491,0.052632,0.1,0.030612,0.512777,0.717949,0
0.208333,0.424658,0.239437,0.5,0.145455,0.289474,0.403509,0.333333,0.336735,0.630324,0.717949,0
0.458333,0.164384,0.408451,0.189394,0.181818,0.263158,0.157895,0.333333,0.173469,0.492334,0.717949,0
0.5,0.424658,0.183099,0.575758,0.145455,0.622807,0.701754,0.383333,0.520408,0.562181,0.051282,0
0.625,0.287671,0.422535,0.181818,0.109091,0.245614,0.192982,0.4,0.112245,0.480409,0.717949,0
0.458333,0.041096,0.084507,0.098485,0.036364,0.070175,0.035088,0.016667,0.020408,0.516184,0.717949,0
0.041667,0.246575,0.295775,0.075758,0.254545,0.385965,0.263158,0.516667,0.193878,0.44293,0.717949,0
0.666667,0.09589,0.070423,0.037879,0.054545,0.122807,0.035088,0.1,0,0.526405,0.717949,0
0.166667,0.068493,0.042254,0.007576,0,0.026316,0.070175,0.016667,0.030612,0.512777,0.717949,0
0.083333,0.054795,0.098592,0.416667,0.272727,0.359649,0.245614,0.633333,0.326531,0.424191,0.717949,0
0.125,0.246575,0.647887,0.007576,0.327273,0.342105,0.140351,0.316667,0.153061,0.50937,0.717949,0
0.25,0.315068,0.070423,0.075758,0.054545,0.052632,0.052632,0.1,0,0.507666,0.717949,0
0.166667,0.273973,0.605634,0.022727,0.563636,0.605263,0.280702,0.25,0.428571,0.468484,0.717949,0
0.125,0.09589,0.380282,0.121212,0.181818,0.184211,0.140351,0.283333,0.122449,0.456559,0.717949,0
0.333333,0.260274,0.309859,0.05303,0.109091,0.096491,0.087719,0.183333,0.081633,0.529813,0.717949,0
0.083333,0.328767,0.507042,0.015152,0.272727,0.245614,0.122807,0.283333,0.163265,0.516184,0.717949,0
0.041667,0.027397,0.028169,0.174242,0.090909,0.263158,0.315789,0.216667,0.153061,0.531516,0.717949,0
0.25,0.068493,0.028169,0.022727,0,0.035088,0,0.016667,0,0.494037,0.717949,0
0.208333,0.410959,0.394366,0.537879,0.218182,0.421053,0.473684,0.483333,0.418367,0.543441,0.717949,1
0.125,0.013699,0.253521,0.045455,0.2,0.201754,0.157895,0.166667,0.142857,0.46678,0.717949,0
0.083333,0.136986,0.450704,0.272727,0.090909,0.157895,0.122807,0.283333,0.102041,0.482112,0.717949,0
0.166667,0.465753,0.422535,0.575758,0.145455,0.578947,0.473684,0.316667,0.428571,0.565588,0.410256,0
0.625,0.60274,0.338028,0.280303,0.090909,0.298246,0.140351,0.3,0.193878,0.551959,0.717949,0
0.583333,0.369863,0.394366,0.113636,0.054545,0.114035,0.210526,0.166667,0.142857,0.540034,0.717949,0
0.333333,0.205479,0.549296,0.462121,0.109091,0.350877,0.350877,0.383333,0.479592,0.48552,0.717949,0
0.25,0,0.126761,0.098485,0.036364,0.052632,0.122807,0.016667,0.040816,0.473595,0.717949,0
0.416667,0.219178,0.28169,0.272727,0.127273,0.254386,0.105263,0.333333,0.214286,0.516184,0.717949,0
0.208333,0.068493,0.169014,0.189394,0.036364,0.175439,0.192982,0.3,0.122449,0.422487,0.717949,0
0.25,0.575342,0.253521,0.189394,0.054545,0.114035,0.052632,0.15,0.030612,0.531516,0.717949,1
0.5,0.452055,0.267606,0.151515,0.327273,0.447368,0.368421,0.233333,0.612245,0.587734,0.230769,0
0.416667,0.616438,0.338028,0.484848,0.109091,0.263158,0.157895,0.333333,0.112245,0.609881,0.717949,0
0.583333,0.643836,0.28169,0.462121,0.072727,0.280702,0.298246,0.3,0.163265,0.638842,0.717949,0
0.333333,0.534247,0.169014,0.227273,0.4,0.736842,0.54386,0.4,0.755102,0.657581,0.717949,0
0.166667,0.465753,0.408451,0.25,0.345455,0.482456,0.22807,0.516667,0.316327,0.572402,0.717949,0
0.25,0.315068,0.28169,0.098485,0.145455,0.192982,0.070175,0.15,0.061224,0.529813,0.717949,0
0.458333,0.164384,0.394366,0.469697,0.072727,0.245614,0.614035,0.2,0.438776,0.451448,0.410256,0
0.416667,0.438356,0.422535,0.068182,0.745455,0.736842,0.280702,0.483333,0.316327,0.560477,0.717949,0
0.083333,0.09589,0.056338,0.05303,0.072727,0.078947,0.105263,0.183333,0.020408,0.524702,0.717949,0
0.291667,0.041096,0.042254,0.022727,0.218182,0.245614,0.122807,0.2,0.071429,0.432709,0.717949,0
0.166667,0.027397,0.169014,0.174242,0.054545,0.122807,0.035088,0.133333,0.020408,0.451448,0.717949,0
0.416667,0.671233,0.267606,0.666667,0.127273,0.289474,0.298246,0.266667,0.193878,0.597956,0.717949,0
0.25,0.205479,0.507042,0.136364,0.072727,0.149123,0.175439,0.15,0.102041,0.478705,0.717949,0
0.125,0.260274,0.15493,0.159091,0.054545,0.149123,0.140351,0.116667,0.061224,0.521295,0.717949,0
0.125,0.383562,0.323944,0.409091,0.054545,0.131579,0.175439,0.283333,0.204082,0.53322,0.717949,0
0.041667,0.273973,0.267606,0.045455,0.127273,0.114035,0.070175,0.15,0.061224,0.529813,0.717949,0
0.041667,0.027397,0.267606,0.136364,0.054545,0.219298,0.210526,0.3,0.132653,0.441227,0.717949,1
0.291667,0.287671,0.366197,0.310606,0.2,0.605263,0.175439,0.4,0.142857,0.522998,0.717949,0
0.208333,0.219178,0.647887,0.310606,0.163636,0.280702,0.403509,0.483333,0.27551,0.488927,0.717949,0
0.125,0.287671,0.535211,0.136364,0.2,0.140351,0.122807,0.35,0.173469,0.46678,0.717949,1
0.333333,0.479452,0.338028,0.340909,0.163636,0.210526,0.22807,0.366667,0.183673,0.50937,0.717949,0
0.5,0.561644,0.253521,0.363636,0.218182,0.289474,0.385965,0.283333,0.204082,0.632027,0.717949,0
0.375,0.383562,0.352113,0.128788,0.090909,0.342105,0.210526,0.35,0.091837,0.553663,0.717949,0
0.25,0.260274,0.464789,0.242424,0.163636,0.27193,0.087719,0.166667,0.142857,0.499148,0.717949,0
0.291667,0.547945,0.43662,0.416667,0.218182,0.789474,0.596491,0.533333,0.510204,0.560477,0.153846,0
0.541667,0.465753,0.535211,0.477273,0.072727,0.27193,0.140351,0.316667,0.102041,0.512777,0.717949,0
0.291667,0.164384,0.309859,0.257576,0.090909,0.157895,0.157895,0.15,0.112245,0.502555,0.717949,0
0.208333,0.205479,0.295775,0.083333,0.054545,0.052632,0.070175,0.1,0.071429,0.495741,0.717949,0
0.208333,0.013699,0.169014,0.19697,0.2,0.236842,0.052632,0.433333,0.071429,0.417376,0.717949,0
0.166667,0,0.126761,0.121212,0.018182,0.061404,0.035088,0.183333,0.102041,0.437819,0.717949,0
0.25,0.178082,0.183099,0.159091,0.127273,0.333333,0.245614,0.3,0.122449,0.471891,0.717949,0
0.291667,0.30137,0.211268,0.060606,0.418182,0.578947,0.350877,0.466667,0.326531,0.58092,0.717949,0
0.208333,0.328767,0.070423,0.030303,0.054545,0.061404,0.017544,0.116667,0.020408,0.459966,0.717949,0
0.041667,0.136986,0.492958,0.159091,0.290909,0.333333,0.140351,0.333333,0.132653,0.415673,0.717949,0
0.125,0.30137,0.211268,0.106061,0.109091,0.114035,0.070175,0.266667,0.05102,0.492334,0.717949,0
0.083333,0.027397,0.112676,0.015152,0.018182,0.114035,0.052632,0.166667,0.030612,0.48552,0.717949,0
0.25,0.260274,0.43662,0.477273,0.490909,0.692982,0.561404,0.616667,0.571429,0.526405,0.717949,0
0.458333,0.493151,0.225352,0.371212,0.2,0.473684,0.350877,0.266667,0.459184,0.669506,0.717949,0
0.25,0.178082,0.239437,0.045455,0.054545,0.114035,0.035088,0.066667,0.061224,0.502555,0.717949,1
0.25,0.219178,0.267606,0.128788,0.090909,0.149123,0.087719,0.166667,0.040816,0.568995,0.717949,0
0.083333,0.438356,0.521127,0.19697,0.236364,0.403509,0.192982,0.35,0.214286,0.480409,0.717949,1
0.25,0.150685,0.084507,0.037879,0.036364,0.035088,0.052632,0.083333,0,0.48552,0.717949,0
0.458333,0.356164,0.619718,0.401515,0.218182,0.5,0.315789,0.5,0.265306,0.499148,0.717949,0
0.25,0.369863,0.394366,0.393939,0.272727,0.394737,0.22807,0.366667,0.285714,0.463373,0.717949,0
0.5,0.30137,0.295775,0.621212,0.072727,0.315789,0.350877,0.233333,0.387755,0.560477,0.717949,0
0.25,0.424658,0.352113,0.431818,0.072727,0.245614,0.245614,0.316667,0.102041,0.521295,0.717949,0
0.291667,0.287671,0.633803,0.136364,0.236364,0.254386,0.210526,0.366667,0.122449,0.477002,0.717949,0
0.5,0.479452,0.450704,0.204545,0.072727,0.263158,0.210526,0.4,0.153061,0.565588,0.717949,0
0.375,0.534247,0.394366,0.333333,0.072727,0.201754,0.175439,0.283333,0.153061,0.558773,0.717949,0
0.541667,0.315068,0.169014,0.409091,0.072727,0.587719,0.596491,0.333333,0.540816,0.659284,0.717949,0
0.125,0.547945,0.408451,0.424242,0.109091,0.245614,0.192982,0.4,0.081633,0.540034,0.717949,0
